,substation,x,y,division,town,trans_feeders,subtrans_feeders,dist_feeders,banks,rated voltage,rated mva,circuits,customers served,age,v1,v2,v3,mva1,mva2,mva3,mva4,mva5,v1_bigger,total_rated_MW,sum_feeders
467,SCHUYLER,-8368034.166,5325543.227,Central,Frankfort,2.0,5.0,4.0,1.0,"['115/13.8', '115/46']","['20/26.7/33.3', '21/28/35']",11.0,8482.0,1982-06-03,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,,
468,SCHUYLERVILLE,-8191109.582,5326752.909,East,Saratoga,0.0,2.0,2.0,1.0,['34.5/4.8'],['5/6.3'],4.0,1773.0,1992-01-01,34.5,4.8,0.0,5.0,6.3,0.0,0.0,0.0,True,,
469,SCOFIELD,-8219654.564,5365933.367,East,Lake Luzerne,2.0,0.0,2.0,1.0,['115/13.8'],['7.5/9.375'],4.0,3729.0,1991-01-01,115.0,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,
470,SCOTIA,-8232603.57,5286741.404,East,Glenville,0.0,2.0,6.0,1.0,['34.5/4.16'],"['5/5.6', '5/6.25']",8.0,3368.0,1964-01-01,34.5,4.16,0.0,5.0,5.6,0.0,0.0,0.0,True,,
471,SELKIRK SUB,,,East,Bethlehem,0.0,1.0,2.0,1.0,['34.4/13.8'],['7.5/9.375'],3.0,4278.0,1969-10-01,34.4,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,
472,SEMINOLE,-8216445.203,5262084.934,East,Albany,0.0,1.0,3.0,1.0,['34.5/4.16'],['5/6.3'],4.0,3017.0,1965-01-01,34.5,4.16,0.0,5.0,6.3,0.0,0.0,0.0,True,,
473,SENTINEL HEIGHTS,-8473141.833,5304649.692,Central,Onondaga,0.0,1.0,1.0,2.0,['34.5/4.16'],['0.33'],2.0,272.0,1960-01-01,34.5,4.16,0.0,0.33,0.0,0.0,0.0,0.0,True,0.17887999999999998,1.0
474,SEVENTH AVE,-8202169.75,5273416.713,East,Troy,0.0,2.0,4.0,1.0,['34.5/4.16'],['5/6.25'],6.0,3026.0,2003-03-31,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,0.0832,1.0
475,SEVENTH NORTH,,,Central,Clay,0.0,1.0,3.0,1.0,['34.5/4.8'],['5.6/7'],4.0,23.0,1961-01-01,34.5,4.8,0.0,5.6,7.0,0.0,0.0,0.0,True,0.27201600000000004,1.0
476,SEWALL'S ISLAND,-8448582.565,5461991.091,Central,Watertown,0.0,2.0,0.0,1.0,['23/4.8'],['7.5'],2.0,3334.0,2000-01-01,23.0,4.8,0.0,7.5,0.0,0.0,0.0,0.0,True,,
477,SHARON,-8298657.372,5276666.894,East,Sharon,0.0,2.0,2.0,1.0,['69/13.8'],['8.4/10.5'],4.0,2859.0,1988-01-01,69.0,13.8,0.0,8.4,10.5,0.0,0.0,0.0,True,,
478,SHELBY,-8723972.342,5344776.933,West,Shelby,2.0,0.0,6.0,1.0,['115/13.8'],['15/20/25'],8.0,4916.0,1990-06-20,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,13.424268,5.0
479,SHEPPARD STATION,-8689524.85,5293967.825,West,Pavilion,0.0,3.0,2.0,1.0,['34.5/13.8'],"['3.75/5.25', '5.25']",5.0,1399.0,1973-07-01,34.5,13.8,0.0,3.75,5.25,0.0,0.0,0.0,True,3.4540439999999997,2.0
480,SHERMAN,,,Central,Trenton,0.0,1.0,2.0,1.0,['46/13.8'],['10/12.5'],3.0,3863.0,1994-01-01,46.0,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,
481,SHORE RD,-8223833.383,5298382.841,East,Ballston,0.0,2.0,3.0,1.0,['34.4/4.8'],['5/6.25'],5.0,1963.0,1957-01-01,34.4,4.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,
482,SILVER LAKE,,,Central,Black Brook,0.0,1.0,1.0,1.0,['46/2.4'],['0.333'],2.0,180.0,1991-01-01,46.0,2.4,0.0,0.333,0.0,0.0,0.0,0.0,True,,
483,SINCLAIRVILLE,,,West,Gerry,0.0,1.0,1.0,1.0,['34.5/4.8'],['2.5'],2.0,1365.0,1963-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,
484,SMITH BRIDGE,-8212200.655,5329443.518,East,Wilton,2.0,0.0,3.0,1.0,['115/13.8'],['15/20/25'],5.0,5367.0,1993-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
485,SO. ROBERTS RD,-8829458.541,5233895.389,West,Dunkirk,2.0,0.0,4.0,1.0,['115/13.8'],['12/16/20'],6.0,2201.0,1972-05-02,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,6.7056000000000004,4.0
486,SO. WASHINGTON ST.,-8346888.311,5314840.654,Central,Herkimer,0.0,1.0,1.0,1.0,['46/13.8'],['0.5'],2.0,1062.0,1994-06-09,46.0,13.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,
487,SONORA WAY,-8651347.709,5287497.051,,,,,,,[],[],,,,,,,,,,,,,2.195556,2.0
488,SORRELL HILL,-8499701.341,5335488.335,Central,Van Buren,1.0,0.0,4.0,1.0,['115/13.8'],['15/20/25'],5.0,9121.0,1991-05-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,15.558312,4.0
489,SOUTH RANDOLPH,,,West,Randolph,0.0,1.0,1.0,1.0,['34.5/4.8'],['1.5'],2.0,331.0,2005-06-24,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,
490,SOUTH ST,-8214614.314,5323156.573,East,Saratoga Springs,0.0,2.0,3.0,1.0,['34.4/13.8'],['10/12.5'],5.0,2503.0,2002-01-01,34.4,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,
491,SOUTH WELLSVILLE,,,West,Wellsville,0.0,3.0,3.0,1.0,['34.5/4.8'],['3.75'],6.0,1968.0,1974-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,
492,SOUTHLAND,,,West,Somerset,0.0,1.0,1.0,1.0,['34.5/4.8'],['3.75'],2.0,622.0,1972-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,1.392,1.0
493,SOUTHWOOD,-8469616.694,5310731.511,Central,Dewitt,1.0,0.0,4.0,1.0,['110/13.8'],['12/16/20'],5.0,6260.0,1966-01-01,110.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,13.934844,4.0
494,SPRINGFIELD,,,Central,Dewitt,0.0,2.0,5.0,1.0,['34.5/4.16'],"['5/6.25', '5/6.25/7']",7.0,3172.0,2007-09-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,2.9203200000000002,3.0
495,ST JOHNSVILLE,-8314061.675,5311473.804,East,Saint Johnsville,2.0,0.0,2.0,1.0,['115/13.8/4.8'],"['5/5.6', '7.5/9.375']",4.0,2393.0,2008-07-14,115.0,13.8,4.8,5.0,5.6,0.0,0.0,0.0,True,,
496,ST. REGIS,-8311547.851,5617008.83,Central,Bombay,0.0,1.0,2.0,1.0,['34.5/4.8'],['5'],3.0,810.0,1984-01-01,34.5,4.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,
497,STAR LAKE,-8348109.705,5491406.901,Central,Clifton,0.0,1.0,2.0,1.0,['34.5/4.8'],['3.75/5.25'],3.0,1689.0,1971-10-15,34.5,4.8,0.0,3.75,5.25,0.0,0.0,0.0,True,,
498,STARR RD.,-8482428.15,5248780.254,Central,Cortlandville,1.0,0.0,4.0,1.0,['115/13.8'],['15/20/25'],5.0,8321.0,1991-11-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
499,STATE STREET,-8367452.682,5560056.052,Central,Canton,0.0,1.0,3.0,2.0,['23/4.8'],['3/3.75'],4.0,896.0,1954-01-01,23.0,4.8,0.0,3.0,3.75,0.0,0.0,0.0,True,,
500,STATION 150,,,West,Busti,2.0,0.0,3.0,1.0,['115/13.8'],['15/20/25'],5.0,5946.0,1991-05-20,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
501,STATION 159,,,West,Ellery,0.0,2.0,3.0,1.0,['34.5/4.8'],['3.75/4.2'],5.0,2069.0,1972-01-01,34.5,4.8,0.0,3.75,4.2,0.0,0.0,0.0,True,,
502,STATION 56,,,West,French Creek,0.0,1.0,1.0,1.0,['34.5/13.8'],['3.75'],2.0,537.0,1973-01-01,34.5,13.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,
503,STEAMBURG,,,West,Coldspring,0.0,2.0,2.0,1.0,['34.5/4.8'],['1.5'],4.0,774.0,1952-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,
504,STILES,-8490649.679,5329686.18,Central,Van Buren,0.0,1.0,2.0,1.0,['34.5/4.8'],"['1.667/2.15', '1.67/2.15']",3.0,1076.0,1960-01-01,34.5,4.8,0.0,1.667,2.15,0.0,0.0,0.0,True,1.6271999999999998,2.0
505,STITTVILLE,-8377769.481,5344094.53,Central,Marcy,2.0,0.0,2.0,1.0,['115/13.8'],['7.5/10.5'],4.0,3247.0,1973-04-05,115.0,13.8,0.0,7.5,10.5,0.0,0.0,0.0,True,,
506,STONER,-8273520.342,5309884.492,East,Johnstown,2.0,0.0,4.0,1.0,['115/13.8'],['12/16/20'],6.0,3539.0,1994-01-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,
507,STOW,,,West,North Harmony,0.0,2.0,1.0,1.0,['34.5/4.8'],['2.5'],3.0,1218.0,1988-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,
508,STUVESANT,,,East,Stuyvesant,0.0,1.0,2.0,1.0,['34.4/13.8'],['10'],3.0,1601.0,1990-01-01,34.4,13.8,0.0,10.0,0.0,0.0,0.0,0.0,True,,
509,SUMMIT,-8297720.452,5257522.769,East,Richmondville,1.0,1.0,1.0,1.0,"['69/23', '69/4.8']",['7.5/8.4/10.5'],3.0,944.0,1974-01-01,69.0,23.0,0.0,7.5,8.4,10.5,0.0,0.0,True,,
510,SUNDAY CREEK,-8364103.552,5445582.169,Central,Webb,1.0,0.0,1.0,1.0,['115/13.8'],['2.5/3.13'],2.0,287.0,1986-01-01,115.0,13.8,0.0,2.5,3.13,0.0,0.0,0.0,True,,
511,SWAGGERTOWN RD,-8232918.254,5295782.452,East,Glenville,2.0,0.0,3.0,1.0,['115/13.8'],['12/16/22.4'],5.0,5637.0,1969-01-01,115.0,13.8,0.0,12.0,16.0,22.4,0.0,0.0,True,,
512,SYCAWAY,-8198643.665,5272568.787,East,Brunswick,2.0,0.0,6.0,1.0,['115/13.8'],"['12/16/22.4', '15/20/25']",8.0,7213.0,2011-11-01,115.0,13.8,0.0,12.0,16.0,22.4,0.0,0.0,True,,
513,TEALL AVE,-8473974.488,5325503.417,Central,Salina,9.0,7.0,6.0,3.0,"['115/13.8', '115/34.5']","['24/32/40', '5/6.67', '5/6.7', '5/7', '5/7.5']",22.0,11355.0,2012-07-09,115.0,34.5,0.0,5.0,6.67,0.0,0.0,0.0,True,21.102444,6.0
514,TEMPLE ST.,-8477262.592,5318033.813,Central,Syracuse,3.0,0.0,20.0,2.0,['115/13.8'],"['24/32/40/44.8', '26.9/35.8/44.8']",23.0,7941.0,1979-01-01,115.0,13.8,0.0,24.0,32.0,40.0,44.8,0.0,True,42.173868,20.0
515,TERMINA,-8374163.076,5329018.379,Central,Utica,2.0,0.0,11.0,1.0,"['110/13.8', '115/13.8']","['24/32/40', '27/36/45']",13.0,9934.0,1963-05-28,110.0,13.8,0.0,27.0,36.0,45.0,0.0,0.0,True,8.593068,4.0
516,THIRD ST,-8506582.627,5358720.557,Central,Fulton,0.0,1.0,3.0,1.0,['34.5/4.8'],['3.75/4.69'],4.0,2515.0,1959-01-01,34.5,4.8,0.0,3.75,4.69,0.0,0.0,0.0,True,,
517,THOUSAND ISLANDS,-8461899.32,5505270.328,Central,Clayton,1.0,0.0,6.0,2.0,['115/13.8'],['15/20/25'],7.0,10441.0,1989-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
518,TIBBETS AVE,,,East,Troy,0.0,3.0,3.0,1.0,['34.5/4.16'],['5/6.25'],6.0,2299.0,1954-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,
519,TRINITY,-8210657.408,5257854.374,East,Albany,4.0,0.0,14.0,2.0,"['115/13.8', '13.8/4.16']","['33.6/44.8/56', '7.5/9.4']",18.0,13830.0,1972-01-01,115.0,13.8,0.0,33.6,44.8,56.0,0.0,0.0,True,5.280132,4.0
520,TRUXTON,-8463122.25,5268386.711,Central,Truxton,0.0,1.0,1.0,3.0,['34.5/4.8'],"['0.25', '0.33']",2.0,572.0,1970-01-01,34.5,4.8,0.0,0.25,0.0,0.0,0.0,0.0,True,,
521,TULLER HILL,-8475796.591,5239303.228,Central,Virgil,1.0,0.0,1.0,1.0,['115/13.8'],['5/6.25'],2.0,394.0,1966-10-18,115.0,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,
522,TULLY CENTER,-8472617.22,5280148.136,Central,Tully,1.0,0.0,3.0,1.0,['115/13.8'],['12/16/20'],4.0,4553.0,1965-01-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,
523,TURIN RD,-8401635.185,5356279.664,Central,Lee,2.0,0.0,4.0,1.0,['115/13.8'],['15/20/30'],6.0,6653.0,1987-04-14,115.0,13.8,0.0,15.0,20.0,30.0,0.0,0.0,True,,
524,TWO MILE CREEK STATION,-8783254.024,5311476.93,,,,,,,[],[],,,,,,,,,,,,,2.072532,4.0
525,UNION,-8227955.882,5544796.072,Central,Black Brook,0.0,4.0,1.0,3.0,['46/2.4'],['1.67'],5.0,27.0,1992-01-01,46.0,2.4,0.0,1.67,0.0,0.0,0.0,0.0,True,,
526,UNION ST,-8169746.394,5314584.746,East,Cambridge,0.0,1.0,3.0,1.0,['34.4/13.8'],['7.5/9.375'],4.0,3115.0,1996-01-01,34.4,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,
527,UNIONVILLE,-8226074.227,5250930.539,East,New Scotland,0.0,1.0,2.0,1.0,['34.5/13.8'],['10/12.5'],3.0,1960.0,1995-01-01,34.5,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,
528,VAIL MILLS,-8261843.434,5318745.031,East,Mayfield,2.0,0.0,3.0,1.0,"['115/13.8', '115/69/13.8']","['12/16/20/22.4', '30/40/50']",5.0,8127.0,1972-08-25,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,
529,VAL KIN,,,East,Kinderhook,2.0,0.0,3.0,1.0,['115/13.8'],['12/16/20/22.4'],5.0,5524.0,1977-11-04,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,
530,VALLEY,,,West,Great Valley,1.0,0.0,5.0,1.0,['115/13.8'],"['15/20/25', '20/26.7/33.3']",6.0,6184.0,1992-07-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
531,VALLEY SUBSTATION,,,Central,Herkimer,2.0,4.0,4.0,2.0,"['115/4.16', '115/46']","['15/20/25', '7.5/9.375']",10.0,1809.0,1969-08-24,115.0,4.16,0.0,7.5,9.375,0.0,0.0,0.0,True,,
532,VANDALIA,,,West,Allegany,0.0,2.0,1.0,1.0,['34.5/13.8'],['5'],3.0,1133.0,2002-11-06,34.5,13.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,
533,VOORHEESVILLE,,,East,Whitestown,2.0,0.0,3.0,1.0,['115/13.8'],['15/20/25'],5.0,5844.0,1993-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
534,W ALBION,-8707913.714,5348607.188,West,Albion,0.0,2.0,2.0,1.0,['34.5/13.8'],"['3.75/4.63/5.25', '5.6']",4.0,975.0,2012-08-13,34.5,13.8,0.0,3.75,4.63,5.25,0.0,0.0,True,3.9511559999999997,2.0
535,W HAMLIN,-8677981.075,5356936.71,West,Hamlin,2.0,0.0,4.0,1.0,['115/13.8'],['20/26.7/33.3'],6.0,7618.0,2008-06-05,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,18.132312,6.0
536,W. OLEAN,,,West,Olean,2.0,0.0,5.0,1.0,"['113/13.8', '115/13.8']","['13.44/17.92/22.4', '15/20/25']",7.0,7825.0,1971-09-22,113.0,13.8,0.0,13.44,17.92,22.4,0.0,0.0,True,,
537,WALESVILLE,-8387396.976,5330775.108,Central,Whitestown,1.0,0.0,3.0,1.0,['115/13.8'],['15/20/25'],4.0,5194.0,1993-12-12,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
538,WALMORE,,,West,Wheatfield,3.0,0.0,4.0,1.0,['115/13.8'],['12/16/20'],7.0,4976.0,1972-07-31,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,
539,WARRENSBURG,-8212684.739,5386540.098,East,Warrensburg,2.0,3.0,2.0,1.0,"['115/13.8', '115/34.5']","['10/12.5', '33.6/44.8/56']",7.0,3660.0,1981-05-07,115.0,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,
540,WATERPORT,-8709103.418,5361869.572,West,Carlton,0.0,3.0,3.0,1.0,['34.5/4.8'],['3.75'],6.0,2052.0,1996-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,2.4032159999999996,3.0
541,WATT ST,-8229156.216,5280028.843,East,Rotterdam,0.0,1.0,2.0,1.0,['34.4/13.8'],['7.5/9.37/10.5'],3.0,3658.0,1973-01-01,34.4,13.8,0.0,7.5,9.37,10.5,0.0,0.0,True,,
542,WEAVER ST,-8232048.168,5282408.82,East,Schenectady,0.0,2.0,2.0,1.0,['34.5/13.8'],['10/12.5'],4.0,4969.0,1995-01-01,34.5,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,
543,WEIBEL,-8209394.309,5326347.187,East,Saratoga Springs,2.0,0.0,8.0,1.0,['115/13.8'],"['20/26/33', '20/27/33']",10.0,7184.0,2005-07-12,115.0,13.8,0.0,20.0,26.0,33.0,0.0,0.0,True,,
544,WELLS,-8269430.925,5371312.244,East,Wells,0.0,2.0,1.0,1.0,['23/4.8'],['2.5'],3.0,903.0,1949-01-01,23.0,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,
545,WEST ADAMS,-8468371.442,5437496.311,Central,Adams,1.0,0.0,5.0,1.0,['115/13.8'],['15/20/25'],6.0,8611.0,1981-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,
546,WEST CLEVELAND,-8453488.097,5349058.31,Central,Constantia,0.0,1.0,1.0,3.0,['34.5/13.8'],['0.5'],2.0,777.0,2011-03-10,34.5,13.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,
547,WEST HERKIMER,-8348498.025,5315072.611,Central,Herkimer,0.0,1.0,1.0,1.0,['46/13.8'],['5/6.25/7'],2.0,1708.0,1971-01-01,46.0,13.8,0.0,5.0,6.25,7.0,0.0,0.0,True,,
548,WEST MONROE,-8467988.467,5354240.221,Central,West Monroe,0.0,1.0,1.0,1.0,['34.5/13.8'],['5/6.25/7'],2.0,2242.0,1969-01-01,34.5,13.8,0.0,5.0,6.25,7.0,0.0,0.0,True,3.145956,1.0
549,WEST PORTLAND,,,West,Portland,0.0,1.0,1.0,3.0,['34.5/0.48'],['1.67'],2.0,113.0,1974-01-01,34.5,0.48,0.0,1.67,0.0,0.0,0.0,0.0,True,,
550,WEST SALAMANCA,,,West,Salamanca,0.0,3.0,1.0,1.0,['34.5/4.8'],['1.5'],4.0,384.0,1977-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,
551,WEST VALLEY,,,West,Ashford,0.0,2.0,2.0,1.0,['34.5/4.8'],['2.5'],4.0,1283.0,1997-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,0.798384,1.0
552,WESTVALE,-8485240.759,5319400.728,Central,Geddes,0.0,1.0,4.0,1.0,['34.5/4.16'],['7.5'],5.0,1818.0,2007-12-09,34.5,4.16,0.0,7.5,0.0,0.0,0.0,0.0,True,3.7023584000000005,4.0
553,WESTVILLE,-8281518.604,5611919.769,Central,Westville,0.0,1.0,1.0,3.0,['34.5/4.8'],['1.25'],2.0,997.0,2010-03-19,34.5,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,
554,WETHERSFIELD STATION,-8710830.161,5264251.068,West,Wethersfield,0.0,1.0,2.0,2.0,['34.5/4.8'],['1'],3.0,641.0,2002-01-01,34.5,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,1.201632,2.0
555,WETZEL RD SUBSTATION,-8481465.563,5335041.398,,,,,,,[],[],,,,,,,,,,,,,20.213687999999998,6.0
556,WHITAKER,-8505150.428,5363110.428,Central,Volney,1.0,0.0,4.0,1.0,['115/13.8'],['20/26/33'],5.0,5887.0,1977-01-01,115.0,13.8,0.0,20.0,26.0,33.0,0.0,0.0,True,,
557,WHITE LAKE SUBSTATION,,,Central,Forestport,0.0,1.0,1.0,3.0,['46/4.8'],['0.5'],2.0,1028.0,1958-01-01,46.0,4.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,
558,WHITEHALL,-8168645.096,5396115.498,West,Whitehall,0.0,0.0,0.0,1.0,['115/13.8'],['7.5'],0.0,2984.0,1974-09-01,115.0,13.8,0.0,7.5,0.0,0.0,0.0,0.0,True,,
559,WHITESBORO,-8380478.652,5329869.579,Central,Whitestown,0.0,4.0,3.0,1.0,['46/4.16'],['5/6.25'],7.0,2208.0,1960-01-01,46.0,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,
560,WILTON,-8209916.365,5339732.622,East,Wilton,0.0,2.0,2.0,1.0,['34.5/13.8'],['10/12.5'],4.0,3144.0,1990-01-01,34.5,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,
561,WINE CREEK,-8514549.554,5383344.469,Central,Oswego,2.0,0.0,4.0,1.0,['115/13.8'],['12'],6.0,5882.0,1981-01-01,115.0,13.8,0.0,12.0,0.0,0.0,0.0,0.0,True,,
562,WOLF RD.,-8215674.865,5269365.612,East,Colonie,2.0,0.0,7.0,1.0,"['113/13.8', '115/13.8']",['18/24/30/33.6'],9.0,4185.0,1973-08-08,113.0,13.8,0.0,18.0,24.0,30.0,33.6,0.0,True,1.584,1.0
563,WORCESTER,-8321459.995,5250814.644,East,Worcester,0.0,1.0,1.0,1.0,['23/13.8/4.8'],['4.4/6/7.5'],2.0,1270.0,1993-01-01,23.0,13.8,4.8,4.4,6.0,7.5,0.0,0.0,True,,
564,YAHNUNDASIS (1&2),,,Central,New Hartford,3.0,5.0,5.0,1.0,"['115/13.8', '115/46']","['18/24/30', '20/26.7', '21/28/35']",13.0,5088.0,1968-09-06,115.0,13.8,0.0,18.0,24.0,30.0,0.0,0.0,True,,
565,YATES,,,,,,,,,[],[],,,,,,,,,,,,,0.49118399999999995,1.0
566,YORK CENTER SUBSTATION,,,West,York,1.0,0.0,2.0,1.0,['69/13.8'],['8.4/10.5'],3.0,1854.0,1995-01-01,69.0,13.8,0.0,8.4,10.5,0.0,0.0,0.0,True,4.1579999999999995,2.0
